Name,Address,City,Phone Number,Web
"Cheryl H. Waters, Md","155 White Plains Rd, Tarrytown, Ny 10591, United States",Tarrytown,+1 646-426-3876,https://doctors.columbia.edu/us/ny/tarrytown/cheryl-h-waters-md-155-white-plains-road?utm_source=yextgmb&utm_medium=organic&utm_campaign=yext_doctor_listings&y_source=1_MTIzMjU1MDgtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D
Neuro Alert Monitoring Services,"399 Knollwood Rd, White Plains, Ny 10603, United States",White Plains,+1 973-882-3456,https://www.accurateneuromonitoring.com/
"Peter Chei-way Pan, Md","155 White Plains Rd, Tarrytown, Ny 10591, United States",Tarrytown,+1 212-342-0571,https://doctors.columbia.edu/us/ny/tarrytown/peter-chei-way-pan-md-155-white-plains-road?utm_source=yextgmb&utm_medium=organic&utm_campaign=yext_doctor_listings&y_source=1_MTg4MjQwNjItNzE1LWxvY2F0aW9uLndlYnNpdGU%3D
Chiropractic Care Centers,"900 Grand Ave # 3, New Haven, Ct 06511, United States",New Haven,+1 203-907-4667,http://www.hamdenchiropractic.com/
Applebee Family Chiropractic Center - Prenatal & Pediatric,"27 Hospital Ave, Danbury, Ct 06810, United States",Danbury,+1 203-544-2877,http://www.drapplebee.com/
C.a.r.e. Health & Wellness Center,"810 Bedford St, Stamford, Ct 06901, United States",Stamford,+1 203-295-3484,https://carehealthandwellness.com/
Reef Chiropractic Care Dr. Brian Baker,"133 Reef Rd, Fairfield, Ct 06824, United States",Fairfield,+1 203-259-4939,http://reefchirocare.com/
Chiropractic Center Of New Britain,"10 Cedar St, New Britain, Ct 06052, United States",New Britain,+1 860-225-9925,https://www.drvesci.com/
"The Healing Point, Llc.","61 Sherman St 1st Floor, Fairfield, Ct 06824, United States",Fairfield,+1 203-536-7394,http://www.healingpointacupuncture.com/
Natural Medicine And Acupuncture,"115 Main St # 4b, Monroe, Ct 06468, United States",Monroe,+1 203-220-8923,https://www.drkaznd.com/
Shelton Sports And Spine,"4 Armstrong Rd, Shelton, Ct 06484, United States",Shelton,+1 203-842-8631,http://sheltonsportsandspine.com/
Yale School Of Medicine: Neuropsychology Service,"300 George, 300 George St #901, New Haven, Ct 06511, United States",New Haven,,https://medicine.yale.edu/neurology/divisions/neuropsychology/
Connecticut Center For Integrative Medicine,"1200 High Ridge Rd Floor 2, Stamford, Ct 06905, United States",Stamford,+1 866-320-6402,https://www.ctcintegrative.com/
Healing Duo Integrative Family Medical Practice - Norwalk Office,"9 Mott Ave Ste 203, Norwalk, Ct 06850, United States",Norwalk,+1 203-693-1429,https://www.thehealingduo.com/
Clarity Integrative Medicine,"9 Cots St Ste 2d, Shelton, Ct 06484, United States",Shelton,+1 203-304-6043,http://www.clarityintegrativemedicine.com/
Integrative Energy Medicine Institute,"59 Plains Rd Suite 1c, Milford, Ct 06460, United States",Milford,+1 203-980-4103,https://integrativeenergymedicine.com/
Connecticut Center For Natural Health,"210 S Main St, Middletown, Ct 06457, United States",Middletown,+1 860-347-8600,https://www.yournaturalhealth.com/
Northeast Natural Medicine,"19 Church Hill Rd #1, Newtown, Ct 06470, United States",Newtown,+1 800-723-2962,http://www.nenaturalmedicine.com/
Fairfield Family Health,"883 Black Rock Tpke 2nd Floor, Fairfield, Ct 06825, United States",Fairfield,+1 203-254-9957,https://www.fairfieldfamilyhealth.com/
Integrative Family Medicine Of Ct,"70 Mill River St Ste Ul4, Stamford, Ct 06902, United States",Stamford,+1 203-832-6992,http://www.ifmct.com/
The Modern Doctor,"Third Floor, 493 Whitney Ave, New Haven, Ct 06511, United States",New Haven,+1 203-239-3400,https://www.themoderndr.com/
Connecticut Lifestyle Medicine,"955 S Main St B201, Middletown, Ct 06457, United States",Middletown,+1 860-788-6573,http://connecticutlifestylemedicine.com/
Center For Generative Medicine,"71 East Ave A, Norwalk, Ct 06851, United States",Norwalk,+1 203-489-0506,http://genmedcenter.com/
Whole Body Medicine,"Riverview Plaza, 501 Kings Hwy E Unit 108, Fairfield, Ct 06825, United States",Fairfield,+1 203-371-8258,http://wholebodymed.com/
"Hawthorn Holistic Health, Llc","2969 Whitney Ave #3b, Hamden, Ct 06518, United States",Hamden,+1 203-553-7392,http://www.hawthornholistichealth.com/
Dr. Ryan Attar Naturopathic Physician,"Inside Yoga For Everybody, 85 Mill Plain Rd 3rd Floor, Fairfield, Ct 06824, United States",Fairfield,+1 203-307-5291,http://www.drattar.com/
Center For Integrative Medicine And Wellness At Stamford Health Tully Health Center,"32 Strawberry Hill Ct 1st Fl, Stamford, Ct 06902, United States",Stamford,+1 203-276-4777,https://www.stamfordhealth.org/locations/ct/stamford/center-for-integrative-medicine-and-wellness-at-stamford-health-tully-health-center/11142663/?utm_source=google&utm_medium=organic&utm_campaign=Yext
"Dr. Kerri Stasiak, Nd","83 East Ave #108, Norwalk, Ct 06851, United States",Norwalk,+1 203-642-3799,https://drkerristasiak.com/
Heirloom Family Medicine,"2969 Whitney Ave Unit 1m, Hamden, Ct 06518, United States",Hamden,+1 203-535-0221,https://heirloomfamilymedicine.com/
True Health Integrative Medicine,"7365 Main St, Stratford, Ct 06614, United States",Stratford,+1 203-923-8633,http://truehealthintegrativemedicine.com/
Santé Naturopathic & Acupuncture,"83 East Ave #309, Norwalk, Ct 06851, United States",Norwalk,+1 203-354-9849,http://www.sante-living.com/
The Naturopathic Approach - Healing Within Llc,"Reservoir Corporate Centre, 4 Research Dr, Shelton, Ct 06484, United States",Shelton,+1 203-260-0078,http://thenaturopathicapproach.com/
Goodnews Naturopathic Clinic,"83 East Ave Ste 209, Norwalk, Ct 06851, United States",Norwalk,+1 203-450-6463,http://drjamieahn.com/
Corebella Health,"417 Highland Ave # 2, Waterbury, Ct 06708, United States",Waterbury,+1 203-757-9336,https://corebellahealth.com/
Natural Medical Care Clinic Llc,"1 Maplewood Dr, Danbury, Ct 06811, United States",Danbury,+1 203-792-3187,https://drlorettaosiknd.com/
Center For Natural Healing,"477 Main St Unit 4, Monroe, Ct 06468, United States",Monroe,+1 203-268-1336,http://www.ctrnaturalhealing.com/
Dr. Robert Brody Personalized Natural Medicine Llc,"11 Mile Hill Rd Front Suite, Newtown, Ct 06470, United States",Newtown,+1 203-270-0070,http://brodynd.com/
Alicia Lapolice Nd Llc,"47 Oak St # 290, Stamford, Ct 06905, United States",Stamford,+1 203-276-1756,http://www.greenwichnaturalmedicine.com/
Connecticut Integrative Medical Center,"1817 Black Rock Tpke, Fairfield, Ct 06825, United States",Fairfield,+1 203-717-1339,https://integrativemedicalcenterofconnecticut.com/
New England Naturopathic Center,"325 S Main St, Cheshire, Ct 06410, United States",Cheshire,+1 203-271-1311,http://www.nenaturalmed.com/
Muktinath Holistic Center,"731 Main St Unit 121, Monroe, Ct 06468, United States",Monroe,+1 203-518-5808,http://www.muktinathholisticcenter.com/
Dr. Shawn Carney,"19 Church Hill Rd #1, Newtown, Ct 06470, United States",Newtown,+1 800-723-2962,https://www.nenaturalmedicine.com/
Mending Roots Naturopathy,"88 Noble Ave # 102, Milford, Ct 06460, United States",Milford,+1 203-442-6297,http://www.rootsnd.com/
"Naturopathic Specialties, Llc. Dr Flo Mcpherson Nd","986 Bridgeport Ave, Milford, Ct 06460, United States",Milford,+1 203-685-5795,http://drflomcpherson.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=12691555637930686610
Stamford Health Medical Group Integrative Medicine & Wellness,"1 Blachley Rd, Stamford, Ct 06902, United States",Stamford,+1 203-276-4777,https://www.stamfordhealth.org/locations/ct/stamford/stamford-health-medical-group-integrative-medicine--wellness/11142080/?utm_source=google&utm_medium=organic&utm_campaign=Yext
"Dr. Veena Dzik, Nd, Fiama","1200 High Ridge Rd Floor 2, Stamford, Ct 06905, United States",Stamford,+1 203-247-9496,http://www.doctorveena.com/
Karuna Holistic Therapies Llc,"15 Davis Rd, Oxford, Ct 06478, United States",Oxford,+1 203-364-4551,https://www.karunaholistictherapies.com/
Olympian Medicine Llc,"615 Longbrook Ave, Stratford, Ct 06614, United States",Stratford,+1 203-864-4920,http://www.olympianmedicine.com/
"Ct Orofacial Myology, Llc","315 Highland Ave #202, Cheshire, Ct 06410, United States",Cheshire,+1 203-806-5221,http://www.ctorofacialmyology.com/
Stemper Sherry L,"2270 Park Ave, Bridgeport, Ct 06604, United States",Bridgeport,+1 203-579-4261,http://www.sherrystemper.com/
Professional Physical Therapy - Norwalk Ct,"346 Main Ave, Norwalk, Ct 06851, United States",Norwalk,+1 203-587-7163,https://www.professionalpt.com/office/norwalk/
Ct Sports Physical Therapy And Wellness Powered By Evolution,"20 Glover Ave, Norwalk, Ct 06850, United States",Norwalk,+1 203-957-8100,http://www.ctsportspt.com/
Professional Physical Therapy - Stamford Ct,"1290 Summer St Suite 2000, Stamford, Ct 06905, United States",Stamford,+1 203-989-2691,https://www.professionalpt.com/office/stamford/
"Prolete Physical Therapy & Sports Medicine: Keith Steigbigel, Pt, Dpt, Cscs","247 Broad St #3a, Milford, Ct 06460, United States",Milford,+1 203-693-3754,http://www.proletept.com/?utm_source=gmb_auth
Physical Therapy & Sports Medicine Centers Southbury,"775 Main St S Unit 70, Southbury, Ct 06488, United States",Southbury,+1 203-437-6155,https://ptsmc.com/location/southbury-connecticut/?utm_source=gbp&utm_medium=organic
Physical Therapy & Sports Medicine Centers Middletown,"134 Main Street Extension #100, Middletown, Ct 06457, United States",Middletown,+1 860-740-3087,https://ptsmc.com/location/middletown-connecticut/?utm_source=gbp&utm_medium=organic
Physical Therapy & Sports Medicine Centers Newington,"64 Market Square, Newington, Ct 06111, United States",Newington,+1 860-881-2928,https://ptsmc.com/location/newington-connecticut/?utm_source=gbp&utm_medium=organic
Physical Therapy & Sports Medicine Centers Fairfield,"2373 Black Rock Tpke, Fairfield, Ct 06825, United States",Fairfield,+1 203-659-4898,https://ptsmc.com/location/fairfield-connecticut/?utm_source=gbp&utm_medium=organic
Physical Therapy & Sports Medicine Centers Shelton,"886 Bridgeport Ave, Shelton, Ct 06484, United States",Shelton,+1 203-445-6068,https://ptsmc.com/location/shelton-connecticut/?utm_source=gbp&utm_medium=organic
Carlson Procare,"425 S Broad St, Meriden, Ct 06450, United States",Meriden,+1 203-238-1334,https://carlsonprocare.com/contact-us/meriden-wallingford/
Fyzical Therapy & Balance Centers - Bristol,"72 Pine St, Bristol, Ct 06010, United States",Bristol,+1 860-585-5800,https://www.fyzical.com/bristol-ct
Regenerative Edge Physical Therapy & Wellness,"3074 Whitney Ave Building 2 Suite 211, Hamden, Ct 06518, United States",Hamden,+1 860-813-1848,http://www.redgept.com/
Pt Plus Physical Therapy,"85 Mill Plain Rd, Fairfield, Ct 06824, United States",Fairfield,+1 203-955-1795,https://www.ptplusphysicaltherapy.com/
Ivy Rehab Physical Therapy,"101 N Plains Industrial Rd Building 5 Suite 1, Wallingford, Ct 06492, United States",Wallingford,+1 203-265-0018,https://ivyrehab.com/physical-therapy-location/wallingford-ct/?utm_source=GMB&utm_medium=organic&utm_campaign=google-business
Motion Pt - Danbury Physical Therapy,"2 Riverview Dr Suite 101, Danbury, Ct 06810, United States",Danbury,+1 203-798-9702,https://motionptg.com/locations/connecticut/danbury-pt/
"Elevate Physical Therapy - Stamford, Ct","1234 Summer St #102, Stamford, Ct 06905, United States",Stamford,+1 203-653-7269,http://elevatept.net/
Physical Therapy & Sports Medicine Centers New Haven,"Prince Professional Center, 46 Prince St Ste 402b, New Haven, Ct 06519, United States",New Haven,+1 203-752-7878,https://ptsmc.com/location/new-haven-connecticut/?utm_source=gbp&utm_medium=organic
Physical Therapy & Sports Medicine Centers Danbury,"98 Mill Plain Rd Suite 3b, Danbury, Ct 06811, United States",Danbury,+1 203-616-2312,https://ptsmc.com/location/danbury-connecticut/?utm_source=gbp&utm_medium=organic
Sportsmed Physical Therapy - Bridgeport Ct,"4775 Main St, Bridgeport, Ct 06606, United States",Bridgeport,+1 475-273-1620,https://spineandsportsmed.com/location/physical-therapy-bridgeport-ct/
Stamford Physical Therapy,"1011 Hope St Suite 2f, Stamford, Ct 06907, United States",Stamford,+1 475-619-9199,http://www.stamfordpt.com/
Select Physical Therapy - Middletown,"140 Main St Unit 4b, Middletown, Ct 06457, United States",Middletown,+1 860-343-9572,https://www.selectphysicaltherapy.com/contact/find-a-location/ct/middletown/middletown/?ty=xt
Youtherapy Wellness & Physical Rehab - Milford,"318 New Haven Ave Unit A, Milford, Ct 06460, United States",Milford,+1 475-209-1606,https://youtherapywellness.com/
Ivy Rehab Hss Physical Therapy Center Of Excellence,"2335 Dixwell Ave Suite H-3, Hamden, Ct 06514, United States",Hamden,+1 203-883-0330,https://ivyrehab.com/physical-therapy-location/hamden-ct/?utm_source=GMB&utm_medium=organic&utm_campaign=google-business
Sportsmed Physical Therapy - Norwalk Ct,"499 Westport Ave B, Norwalk, Ct 06851, United States",Norwalk,+1 475-470-0400,https://spineandsportsmed.com/location/physical-therapy-norwalk-ct/
Select Physical Therapy - Stratford,"2505 Main St Bldg 2, Stratford, Ct 06615, United States",Stratford,+1 203-375-0891,https://www.selectphysicaltherapy.com/contact/find-a-location/ct/stratford/stratford/?ty=xt
Ivy Rehab Physical Therapy,"500 Chase Pkwy Floor 1, Waterbury, Ct 06708, United States",Waterbury,+1 203-754-2266,https://ivyrehab.com/physical-therapy-location/waterbury-ct/?utm_source=GMB&utm_medium=organic&utm_campaign=google-business
High Road Physical Therapy,"68 Water St, Norwalk, Ct 06854, United States",Norwalk,+1 203-354-3789,http://www.highroadpt.com/
Park City Physical Therapy,"3180 Main St Ste G2, Bridgeport, Ct 06606, United States",Bridgeport,+1 203-731-2310,http://www.parkcityphysicaltherapy.com/
Advanced Physical Therapy,"Inside Healthtrax, 842 Clark Ave, Bristol, Ct 06010, United States",Bristol,+1 860-540-4920,http://www.physicaltherapyct.com/
Amity Physical Therapy,"1 Bradley Rd #801, Woodbridge, Ct 06525, United States",Woodbridge,+1 203-389-4593,http://www.amitypt.com/
Fusion Sports Performance & Physical Therapy,"609 W Johnson Ave, Cheshire, Ct 06410, United States",Cheshire,+1 516-351-6224,https://fusionperformancect.com/
Select Physical Therapy - Bridgeport,"4675 Main St, Bridgeport, Ct 06606, United States",Bridgeport,+1 203-373-0551,https://www.selectphysicaltherapy.com/contact/find-a-location/ct/bridgeport/bridgeport/?ty=xt
Core Medical Group / Core Physical Therapy,"Core Medical Suite 204 (corephysical Therapy, 3180 Main St #202, Bridgeport, Ct 06606, United States",Bridgeport,+1 203-373-1593,http://coremedgroup.com/
Select Physical Therapy - Cheshire,"475 S Main St, Cheshire, Ct 06410, United States",Cheshire,+1 203-271-2928,https://www.selectphysicaltherapy.com/contact/find-a-location/ct/cheshire/cheshire/?ty=xt
Access Pt | Physical Therapy,"444 Westport Ave F2, Norwalk, Ct 06851, United States",Norwalk,+1 203-852-1822,https://accessphysicaltherapywellness.com/locations/norwalk-ct/
Dr. Henry Cohen,"178 Myrtle Blvd, Larchmont, Ny 10538, United States",Larchmont,+1 914-834-1606,http://www.larchmontchiro.com/
"Sheldon C. Delman, Dc","1301 Mamaroneck Ave, White Plains, Ny 10605, United States",White Plains,+1 914-761-4520,http://www.delmanchiropractic.com/
"Richard L. Finewood, Dc","71 Croton Ave, Ossining, Ny 10562, United States",Ossining,+1 914-941-1141,https://ossiningchiro.com/about-us
"Kaitlyn T. Clarke, Dc, Chiropractor","99 Business Park Dr, Armonk, Ny 10504, United States",Armonk,+1 914-202-0700,http://www.proclinix.com/
White Plains Spinal Decompression,"2 N Broadway, White Plains, Ny 10601, United States",White Plains,+1 914-993-9125,http://www.whiteplainsspinaldecompression.com/
Mountain Herb Acupuncture,"43 Locust Ave, Rye, Ny 10580, United States",Rye,+1 203-962-4531,https://www.mountainherbacupuncture.com/
Ossining Acupuncture,"100 S Highland Ave, Ossining, Ny 10562, United States",Ossining,,https://ossiningacupuncture.com/
World Acupuncture,"1385 Boston Post Rd, Larchmont, Ny 10538, United States",Larchmont,+1 914-354-3920,http://worldacu.com/
Classical Acupuncture,"140 Lockwood Ave #107, New Rochelle, Ny 10801, United States",New Rochelle,+1 914-632-1896,http://qiforhealth.com/
Millennium Medical & Rehab Physical Therapy In Mamaroneck Ny - Chiropractors / Acupuncture In Mamaroneck Ny,"535 E Boston Post Rd, Mamaroneck, Ny 10543, United States",Mamaroneck,+1 914-472-2700,https://www.mmrclinic.com/
"Maria Fareri Children's Hospital Pediatric Neurology, Chappaqua","1 S Greeley Ave Suite 303, Chappaqua, Ny 10514, United States",Chappaqua,+1 914-358-0188,https://providers.wmchealth.org/locations/maria-fareri-children-s-hospital-pediatric-neurology-chappaqua
Seebeyond Medicine - Scarsdale Integrative Medicine,"2 Overhill Rd #260, Scarsdale, Ny 10583, United States",Scarsdale,+1 914-722-9440,http://seebeyondmedicine.com/
Amari Health Functional & Integrative Medicine,"1075 Central Park Ave Suite 100, Scarsdale, Ny 10583, United States",Scarsdale,+1 914-722-3000,http://www.amarihealth.com/
Catherine's Sage,"280 Dobbs Ferry Rd Suite 103, White Plains, Ny 10607, United States",White Plains,+1 347-454-1537,https://catherinessage.square.site/s/appointments
Legend Wellness Center,"600 N Broadway, White Plains, Ny 10603, United States",White Plains,+1 914-760-6047,http://www.legendwellnesscenter.com/
Ageless Medical,"145 Palisade St, Dobbs Ferry, Ny 10522, United States",Dobbs Ferry,+1 914-231-5249,https://www.agelessmedny.org/
Energy Healing With Bernadette Bloom,"170 Birchwood Cl, Chappaqua, Ny 10514, United States",Chappaqua,+1 239-289-3744,http://theesotericbloom.com/
"Martin P. Goldman, Md & Jay A. Goldman, Lac.","838 Pelhamdale Ave # O, New Rochelle, Ny 10801, United States",New Rochelle,+1 914-837-3135,http://www.jaygoldmanacupuncture.com/
Harold C. Clark M.d.,"400 Webster Ave, New Rochelle, Ny 10801, United States",New Rochelle,+1 914-235-8385,https://www.haroldcclarkmd.com/
Luminary Healing Center ~ Holistic Healing For The Community,"141 N Broadway, White Plains, Ny 10603, United States",White Plains,+1 917-254-0421,http://www.jacquelinehyacinth.com/
Slow Medicine Living (sunraven),"501 Guard Hill Rd, Bedford, Ny 10506, United States",Bedford,+1 914-218-3113,http://slowmedicine.org/
Santhigram Wellness,"244 Westchester Ave #104, White Plains, Ny 10604, United States",White Plains,+1 212-481-9100,http://www.santhigram.us/
Vireo Health,"223 E Post Rd #221, White Plains, Ny 10601, United States",White Plains,+1 914-222-5258,https://vireohealth.com/ny/dispensaries/white-plains/?utm_source=google-gmb&utm_medium=organic&utm_campaign=whiteplains
Leafwell - Medical Marijuana Card - White Plains,"929 N Broadway, White Plains, Ny 10603, United States",White Plains,+1 332-333-5031,https://leafwell.com/medical-card/new-york?utm_source=gmbp&utm_medium=043&utm_campaign=new_york
Balance Holistic Healing Arts,"83 N Greeley Ave, Chappaqua, Ny 10514, United States",Chappaqua,+1 914-879-5300,https://balanceholisticheaingarts.com/
Westchester Sports Physical Therapy,"672 White Plains Rd, Scarsdale, Ny 10583, United States",Scarsdale,+1 914-722-2400,https://ivyrehab.com/physical-therapy-location/scarsdale-ny/?utm_source=GMB&utm_medium=organic&utm_campaign=google-business
Starpro Physical And Hand Therapy - White Plains (mamaroneck) Ny,"222 Mamaroneck Ave 2nd Floor, White Plains, Ny 10605, United States",White Plains,+1 914-984-5149,https://www.starpropt.com/office/white-plains/
Starpro Physical Therapy - Scarsdale Pt Ny,"2 Overhill Rd Suite 315, Scarsdale, Ny 10583, United States",Scarsdale,+1 914-840-5461,https://www.starpropt.com/office/scarsdale-ny-pt/
Central Physical Therapy Associates,"495 Central Park Ave # 202, Scarsdale, Ny 10583, United States",Scarsdale,+1 914-725-0180,https://centralphysicaltherapyassocia2.godaddysites.com/
"Marina D. Castellanos Pt, Pllc","774 Post Rd, Scarsdale, Ny 10583, United States",Scarsdale,+1 914-713-5078,http://marinacpt.com/
Spear Physical Therapy,"50 Hamilton St, Dobbs Ferry, Ny 10522, United States",Dobbs Ferry,+1 914-358-2910,https://spearcenter.com/locations/westchester/westchester-dobbs-ferry/
Ny Sports And Spinal Physical Therapy - Scarsdale,"838 Scarsdale Ave, Scarsdale, Ny 10583, United States",Scarsdale,+1 914-594-6425,https://nysspt.com/physical-therapy-clinic/scarsdale-ny/
Ivy Rehab Physical Therapy,"175 Memorial Hwy Suite 2-3, New Rochelle, Ny 10801, United States",New Rochelle,+1 914-235-5354,https://ivyrehab.com/physical-therapy-location/new-rochelle-ny/?utm_source=GMB&utm_medium=organic&utm_campaign=google-business
Armonk Physical Therapy And Sports Training,"357 Main St, Armonk, Ny 10504, United States",Armonk,+1 914-273-0800,https://armonkptst.com/meet-the-team/
Ivy Rehab Physical Therapy,"550 Mamaroneck Ave Ste 104, Harrison, Ny 10528, United States",Harrison,+1 914-777-3737,https://ivyrehab.com/physical-therapy-location/harrison-ny/?utm_source=GMB&utm_medium=organic&utm_campaign=google-business
Starpro Physical Therapy - White Plains (westchester) Ny,"222 Westchester Ave Suite 307, White Plains, Ny 10604, United States",White Plains,+1 914-930-4238,https://www.starpropt.com/office/white-plains-ny-westchester-ave/
"Westchester Physical And Occupational Therapy, Pllc - Sensory Jim ™ Pediatric Physical Therapy","495 Central Park Ave Ste. 206, Scarsdale, Ny 10583, United States",Scarsdale,+1 914-574-6493,http://www.westchesterpediatricpt.com/
Starpro Physical And Hand Therapy - New Rochelle Ny,"200 Petersville Rd, New Rochelle, Ny 10801, United States",New Rochelle,+1 914-650-3448,https://www.starpropt.com/office/new-rochelle/
Good Life Physical Therapy,"55 S Broadway Second Floor, Tarrytown, Ny 10591, United States",Tarrytown,+1 914-200-1475,https://good-life-pt.com/
Spear Physical Therapy,"99 Business Park Dr, Armonk, Ny 10504, United States",Armonk,+1 914-295-9240,https://spearcenter.com/locations/westchester/westchester-armonk/
Executive Park Physical Therapy Of Yonkers,"1034 N Broadway 2nd Floor, Yonkers, Ny 10701, United States",Yonkers,+1 914-509-4640,https://executiveparkpt.com/?utm_source=omg-gbp&utm_medium=webclick
Empowerment Physical Therapy,"35 E Grassy Sprain Rd Suite 301, Yonkers, Ny 10710, United States",Yonkers,+1 917-300-9846,http://www.empowermentxpt.com/
"Regen Physical Therapy, Llp","450 Mamaroneck Ave #411, Harrison, Ny 10528, United States",Harrison,+1 914-732-3160,https://regenpt.com/
Starpro Physical Therapy - Mamaroneck Ny,"1053 W Boston Post Rd, Mamaroneck, Ny 10543, United States",Mamaroneck,+1 914-365-7282,https://www.starpropt.com/office/mamaroneck/
V Strong Physical Therapy,"2 Byram Brook Pl Room 208, Armonk, Ny 10504, United States",Armonk,+1 914-415-5499,http://www.vstrongphysicaltherapy.com/
Sportscare Physical Therapy White Plains,"311 North St Ste 304, White Plains, Ny 10605, United States",White Plains,+1 914-448-4777,https://sportscare1.com/locations/ny/physical-therapy-white-plains/
Kinetic Dynamics Physical Therapy,"145 Palisade St Suite 200, Dobbs Ferry, Ny 10522, United States",Dobbs Ferry,+1 914-844-7580,http://kineticdynamicspt.com/
Motion Sports Medicine - Dobbs Ferry,"88 Ashford Ave, Dobbs Ferry, Ny 10522, United States",Dobbs Ferry,+1 845-271-7400,https://motionptg.com/locations/new-york/dobbs-ferry/
Therapycare Physical Therapy,"1254 Central Park Ave #3, Yonkers, Ny 10704, United States",Yonkers,+1 914-294-0080,https://therapycarept.com/
Jag Physical Therapy,"7-11 S Broadway, White Plains, Ny 10601, United States",White Plains,+1 914-292-0674,https://www.jagpt.com/physical-therapy-clinics/ny/white-plains/?utm_campaign=gmb-listing&utm_medium=organic&utm_source=local
Arise Physical Therapy And Wellness,"136 W Post Rd, White Plains, Ny 10606, United States",White Plains,+1 914-584-6564,https://arisephysicaltherapy.com/
Haven Physical Therapy Pllc,"235 Mamaroneck Ave #105, White Plains, Ny 10605, United States",White Plains,+1 914-686-8844,http://www.havenpt.net/?utm_source=google&utm_medium=organic&utm_campaign=gmb
"Applied Motion Pt, Pllc","294 Lincoln Ave, New Rochelle, Ny 10801, United States",New Rochelle,+1 914-500-8937,http://appliedmotionpt.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=9203841004743519935
Sportscentric Physical Therapy,"145 Palisade St Suite 217, Dobbs Ferry, Ny 10522, United States",Dobbs Ferry,+1 914-222-0876,http://www.sportscentricpt.com/
Physical Therapy 4 Kids,"311 North St Suite 308, White Plains, Ny 10605, United States",White Plains,+1 914-421-9392,http://www.physicaltherapy4kids.com/?utm_source=gmb&utm_medium=organic&utm_campaign=gmb_white_plains_ny
True Way Physical Therapy Pc - White Plains,"222 Bloomingdale Rd Ste 307, White Plains, Ny 10605, United States",White Plains,+1 914-725-4111,https://truewaypt.com/
Spear Physical Therapy,"200 White Plains Rd 4th Floor, Tarrytown, Ny 10591, United States",Tarrytown,+1 914-429-0195,https://spearcenter.com/locations/westchester/westchester-tarrytown/
New York Sports Medicine Institute,"222 Westchester Ave Suite 308, White Plains, Ny 10604, United States",White Plains,+1 914-290-4370,https://nysportsmedicineinstitute.com/
Ny Sports And Spinal Physical Therapy,"1875 Palmer Ave Ste 106, Larchmont, Ny 10538, United States",Larchmont,+1 914-594-6478,https://nysspt.com/
Finish Line Physical Therapy New Rochelle,"583 North Ave, New Rochelle, Ny 10801, United States",New Rochelle,+1 914-633-3215,http://finishlinept.com/
True Way Physical Therapy Pc,"388 Westchester Ave #1n/1o, Port Chester, Ny 10573, United States",Port Chester,+1 914-481-8777,http://truewaypt.com/
Prime Physio Physical Therapy,"72 Palmer Ave # 1, Bronxville, Ny 10708, United States",Bronxville,+1 914-354-4316,https://www.prime-physio.net/
Optimum Physical Therapy,"2025 Central Park Ave, Yonkers, Ny 10710, United States",Yonkers,+1 914-395-3290,http://www.optimumpt.org/
Xperience Physical Therapy P.c.,"18 John R Albanese Pl, Eastchester, Ny 10709, United States",Eastchester,+1 914-882-0830,http://www.xperiencept.com/
Xperience Physical Therapy P.c.,"444 E Boston Post Rd Ste 101, Mamaroneck, Ny 10543, United States",Mamaroneck,+1 914-510-7005,https://accessphysicaltherapywellness.com/locations/mamaroneck-ny/
